budget__C,temp_genre__c,homepage__c,external_id__c,temp_keyword__c,original_language__c,original_title__C,overview__c,popularity__c,temp_production_company__c,temp_production_country__c,release_date__c,revenue__c,runtime__c,temp_spoken_language__c,status__c,tagline__c,title__c,vote_average__c,vote_count__c,name
140000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",,676,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3365, ""name"": ""pearl harbor""}, {""id"": 3366, ""name"": ""u.s. air force""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9673, ""name"": ""love""}, {""id"": 155565, ""name"": ""pin-up""}]",en,Pearl Harbor,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",34.20669,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-05-21T00:00:00.000Z,449220945,183,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,It takes a moment to change history. It takes love to change lives.,Pearl Harbor,6.6,1791,Pearl Harbor
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",http://www.transformersmovie.com/,1858,"[{""id"": 2535, ""name"": ""destroy""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10542, ""name"": ""based on toy""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188178, ""name"": ""teenage hero""}]",en,Transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",25.468493,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""thinkfilm"", ""id"": 12247}, {""name"": ""SprocketHeads"", ""id"": 20011}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-27T00:00:00.000Z,709709780,144,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Their war. Our world.,Transformers,6.6,4040,Transformers
155000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,1966,"[{""id"": 347, ""name"": ""aristotle""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1200, ""name"": ""greece""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 2857, ""name"": ""elephant""}, {""id"": 3072, ""name"": ""campaign""}, {""id"": 5127, ""name"": ""alexander the great""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 10198, ""name"": ""gay relationship""}, {""id"": 14704, ""name"": ""ancient world""}]",en,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",39.019229,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Egmond Film & Television"", ""id"": 4588}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Pacifica Film"", ""id"": 10926}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""WR Universal Group"", ""id"": 54997}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-21T00:00:00.000Z,167298192,175,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The greatest legend of all was real.,Alexander,5.6,927,Alexander
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.harrypotterorderofthephoenix.com/,675,"[{""id"": 530, ""name"": ""prophecy""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2630, ""name"": ""cutting the cord""}, {""id"": 3650, ""name"": ""child hero""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3872, ""name"": ""broom""}, {""id"": 3873, ""name"": ""sorcerer's apprentice""}, {""id"": 3884, ""name"": ""school of witchcraft""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 5147, ""name"": ""sorcery""}, {""id"": 221387, ""name"": ""occultism""}]",en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",78.144395,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-28T00:00:00.000Z,938212738,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil Must Be Confronted.,Harry Potter and the Order of the Phoenix,7.4,5494,Harry Potter and the Order of the Phoenix
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",http://harrypotter.warnerbros.com/,674,"[{""id"": 2343, ""name"": ""magic""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3872, ""name"": ""broom""}, {""id"": 3873, ""name"": ""sorcerer's apprentice""}, {""id"": 3884, ""name"": ""school of witchcraft""}, {""id"": 4238, ""name"": ""chosen one""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 6271, ""name"": ""boarding school""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 12380, ""name"": ""tournament""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 188178, ""name"": ""teenage hero""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,Harry Potter and the Goblet of Fire,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",101.250416,"[{""name"": ""Patalex IV Productions Limited"", ""id"": 462}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-05T00:00:00.000Z,895921036,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,7.5,5608,Harry Potter and the Goblet of Fire
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",http://www.sonypictures.com/movies/hancock/,8960,"[{""id"": 334, ""name"": ""flying""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 5608, ""name"": ""affection""}, {""id"": 5920, ""name"": ""advertising expert""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 8872, ""name"": ""invulnerability""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 11794, ""name"": ""pokies""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",56.758411,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Blue Light"", ""id"": 28064}, {""name"": ""GH Three"", ""id"": 41756}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-01T00:00:00.000Z,624029371,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Bad Behavior. Bad Attitude. Real Hero.,Hancock,6.2,2961,Hancock
150000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://iamlegend.warnerbros.com/,6479,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 4190, ""name"": ""lost civilisation""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5144, ""name"": ""matter of life and death""}, {""id"": 6511, ""name"": ""alone""}, {""id"": 6997, ""name"": ""helplessness""}, {""id"": 188957, ""name"": ""virus""}, {""id"": 188973, ""name"": ""pandemic""}]",en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",70.867401,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-14T00:00:00.000Z,585349010,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The last man on Earth is not alone,I Am Legend,6.9,4853,I Am Legend
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",https://www.warnerbros.com/charlie-and-chocolate-factory,118,"[{""id"": 212, ""name"": ""london england""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 715, ""name"": ""chocolate""}, {""id"": 730, ""name"": ""factory worker""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 985, ""name"": ""candy""}, {""id"": 987, ""name"": ""overweight child""}, {""id"": 1158, ""name"": ""grandfather grandson relationship""}, {""id"": 10508, ""name"": ""teacher""}]",en,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",53.905592,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Plan B Entertainment"", ""id"": 45778}, {""name"": ""Theobald Film Productions"", ""id"": 55512}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-07-13T00:00:00.000Z,474968763,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,6.7,3624,Charlie and the Chocolate Factory
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://disney.go.com/disneypictures/ratatouille/,2062,"[{""id"": 90, ""name"": ""paris""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 996, ""name"": ""expensive restaurant""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2405, ""name"": ""roof""}, {""id"": 2872, ""name"": ""window""}, {""id"": 2982, ""name"": ""leaving one's family""}, {""id"": 3640, ""name"": ""work""}, {""id"": 3910, ""name"": ""restaurant critic""}, {""id"": 3914, ""name"": ""kitchen""}, {""id"": 6074, ""name"": ""spice""}, {""id"": 6148, ""name"": ""court""}, {""id"": 6808, ""name"": ""cookbook""}, {""id"": 18035, ""name"": ""family""}, {""id"": 18293, ""name"": ""chef""}, {""id"": 189359, ""name"": ""rat""}]",en,Ratatouille,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",65.677399,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-22T00:00:00.000Z,623722818,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's dying to become a chef.,Ratatouille,7.5,4369,Ratatouille
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www2.warnerbros.com/batmanbegins/index.html,272,"[{""id"": 486, ""name"": ""himalaya""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 3679, ""name"": ""society""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10044, ""name"": ""tragic hero""}, {""id"": 10278, ""name"": ""ninja""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 173719, ""name"": ""haunted by the past""}, {""id"": 179095, ""name"": ""evil doctor""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 206694, ""name"": ""master villain""}, {""id"": 206700, ""name"": ""fighting crime""}, {""id"": 206709, ""name"": ""unfulfillment""}, {""id"": 206715, ""name"": ""love and romance""}, {""id"": 206716, ""name"": ""unfulfilled love""}]",en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",115.040024,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Patalex III Productions Limited"", ""id"": 19231}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-10T00:00:00.000Z,374218673,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Evil fears the knight.,Batman Begins,7.5,7359,Batman Begins
150000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",http://www.madagascar-themovie.com,10527,"[{""id"": 409, ""name"": ""africa""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 2172, ""name"": ""zoo""}, {""id"": 2509, ""name"": ""hippopotamus""}, {""id"": 2552, ""name"": ""chimp""}, {""id"": 3028, ""name"": ""penguin""}, {""id"": 3347, ""name"": ""volcano""}, {""id"": 3645, ""name"": ""madagascar""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 7639, ""name"": ""zebra""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Madagascar: Escape 2 Africa,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.",44.141021,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-30T00:00:00.000Z,603900354,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1810,Madagascar: Escape 2 Africa
